Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.11.04;Ordnung und Sicherheit;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;17.000,00
1.11.04;Ordnung und Sicherheit;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;17.000,00
1.11.04;Ordnung und Sicherheit;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;17.000,00
1.11.04;Ordnung und Sicherheit;A;Außerordentliche Aufwendungen;2008;19.974,95
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2008;22.529.342,77
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2009;24.538.000,00
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2010;25.393.000,00
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2011;25.393.000,00
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2012;25.393.000,00
1.11.04;Ordnung und Sicherheit;A;Personalaufwendungen;2013;25.393.000,00
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2008;6.197,96
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2009;10.000,00
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2010;10.000,00
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2011;10.000,00
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2012;10.000,00
1.11.04;Ordnung und Sicherheit;A;Sonstige ordentliche Aufwendungen;2013;10.000,00
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2008;7.523.103,09
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2009;8.090.000,00
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2010;8.033.000,00
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2011;8.228.000,00
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2012;8.228.000,00
1.11.04;Ordnung und Sicherheit;A;Versorgungsaufwendungen;2013;8.228.000,00
1.11.04;Ordnung und Sicherheit;A;Zinsen und sonstige Finanzaufwendungen;2008;563,15
1.11.04;Ordnung und Sicherheit;E;Außerordentliche Erträge;2008;8.742,12
1.11.04;Ordnung und Sicherheit;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;1.983,34
1.11.04;Ordnung und Sicherheit;E;Finanzerträge;2008;123,35
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2008;1.741.768,67
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2009;1.655.000,00
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2010;1.655.000,00
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2011;1.655.000,00
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2012;1.655.000,00
1.11.04;Ordnung und Sicherheit;E;Kostenersatzleistungen und -erstattungen;2013;1.655.000,00
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2008;13.855.070,93
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2009;13.314.000,00
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2010;13.712.000,00
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2011;13.712.000,00
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2012;13.712.000,00
1.11.04;Ordnung und Sicherheit;E;Öffentlich-rechtliche Leistungsentgelte;2013;13.712.000,00
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2008;49.367,99
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2009;30.000,00
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2010;30.000,00
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2011;30.000,00
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2012;30.000,00
1.11.04;Ordnung und Sicherheit;E;Privatrechtliche Leistungsentgelte;2013;30.000,00
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2008;46.443,18
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2009;166.000,00
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2010;195.000,00
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2011;195.000,00
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2012;195.000,00
1.11.04;Ordnung und Sicherheit;E;Sonstige ordentliche Erträge;2013;195.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2008;255.923,45
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2009;231.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2010;242.439,00
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2011;314.071,50
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2012;286.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Abschreibungen;2013;288.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2008;6.250.088,46
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2009;6.098.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2010;5.968.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2011;5.699.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2012;4.699.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Sach- und Dienstleistungen;2013;4.699.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;751.484,49
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;755.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;810.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;810.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;810.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;810.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Außerordentliche Aufwendungen;2008;436,00
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2008;9.098.098,90
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2009;10.695.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2010;11.325.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2011;11.325.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2012;11.325.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Personalaufwendungen;2013;11.325.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2008;26.577,32
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2009;33.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2010;33.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2011;33.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2012;33.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Sonstige ordentliche Aufwendungen;2013;33.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Steueraufwendungen und Aufwendungen aus gesetzlichen Umlageverpflichtungen;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;A;Transferaufwendungen;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2008;1.490.235,35
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2009;1.602.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2010;1.571.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2011;1.660.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2012;1.660.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Versorgungsaufwendungen;2013;1.660.000,00
1.11.05;Verkehrssteuerung und -überwachung;A;Zinsen und sonstige Finanzaufwendungen;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;E;Außerordentliche Erträge;2008;9.025,96
1.11.05;Verkehrssteuerung und -überwachung;E;Bestandsveränderungen und andere aktivierte Eigenleistungen;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;E;Erträge aus Transferleistungen;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;751,01
1.11.05;Verkehrssteuerung und -überwachung;E;Finanzerträge;2008;0,00
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2008;472.343,28
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2009;18.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2010;18.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2011;18.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2012;18.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Kostenersatzleistungen und -erstattungen;2013;18.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2008;13.097.229,14
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2009;11.059.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2010;11.059.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2011;12.059.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2012;11.059.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Öffentlich-rechtliche Leistungsentgelte;2013;11.059.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2008;108.398,83
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2009;77.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2010;77.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2011;77.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2012;77.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Privatrechtliche Leistungsentgelte;2013;77.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2008;171.623,16
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2009;165.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2010;165.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2011;165.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2012;165.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Sonstige ordentliche Erträge;2013;165.000,00
1.11.05;Verkehrssteuerung und -überwachung;E;Steuern und steuerähnliche Erträge einschließlich Erträge aus gesetzlichen Umlagen;2008;0,00
1.12.01;Brandschutz;A;Abschreibungen;2008;3.636.140,39
1.12.01;Brandschutz;A;Abschreibungen;2009;3.021.000,00
1.12.01;Brandschutz;A;Abschreibungen;2010;2.762.404,08
1.12.01;Brandschutz;A;Abschreibungen;2011;3.492.170,50
1.12.01;Brandschutz;A;Abschreibungen;2012;3.448.000,00
1.12.01;Brandschutz;A;Abschreibungen;2013;3.194.000,00
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2008;10.340.006,32
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2009;10.251.000,00
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2010;10.459.000,00
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2011;10.939.000,00
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2012;12.320.000,00
1.12.01;Brandschutz;A;Aufwendungen für Sach- und Dienstleistungen;2013;12.345.000,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;195.805,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;138.000,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;138.000,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;138.000,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;138.000,00
1.12.01;Brandschutz;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;138.000,00
1.12.01;Brandschutz;A;Außerordentliche Aufwendungen;2008;1.273.105,12
1.12.01;Brandschutz;A;Personalaufwendungen;2008;33.811.138,09
1.12.01;Brandschutz;A;Personalaufwendungen;2009;33.644.000,00
1.12.01;Brandschutz;A;Personalaufwendungen;2010;36.163.000,00
1.12.01;Brandschutz;A;Personalaufwendungen;2011;36.303.000,00
1.12.01;Brandschutz;A;Personalaufwendungen;2012;36.303.000,00
1.12.01;Brandschutz;A;Personalaufwendungen;2013;36.303.000,00
1.12.01;Brandschutz;A;Sonstige ordentliche Aufwendungen;2008;-31.914,80
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2008;21.973.057,27
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2009;23.424.000,00
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2010;23.335.000,00
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2011;23.613.000,00
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2012;23.613.000,00
1.12.01;Brandschutz;A;Versorgungsaufwendungen;2013;23.613.000,00
1.12.01;Brandschutz;E;Außerordentliche Erträge;2008;8.246.456,94
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;110.178,00
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;87.000,00
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;73.342,00
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;64.686,00
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;52.000,00
1.12.01;Brandschutz;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;49.000,00
1.12.01;Brandschutz;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;3.238,98
1.12.01;Brandschutz;E;Finanzerträge;2008;0,00
1.12.01;Brandschutz;E;Finanzerträge;2009;12.000,00
1.12.01;Brandschutz;E;Finanzerträge;2010;12.000,00
1.12.01;Brandschutz;E;Finanzerträge;2011;12.000,00
1.12.01;Brandschutz;E;Finanzerträge;2012;12.000,00
1.12.01;Brandschutz;E;Finanzerträge;2013;12.000,00
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2008;297.388,24
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2009;211.000,00
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2010;211.000,00
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2011;211.000,00
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2012;211.000,00
1.12.01;Brandschutz;E;Kostenersatzleistungen und -erstattungen;2013;211.000,00
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2008;8.335.946,76
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2009;7.701.000,00
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2010;7.701.000,00
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2011;7.701.000,00
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2012;7.701.000,00
1.12.01;Brandschutz;E;Öffentlich-rechtliche Leistungsentgelte;2013;7.701.000,00
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2008;686.338,03
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2009;455.000,00
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2010;455.000,00
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2011;455.000,00
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2012;455.000,00
1.12.01;Brandschutz;E;Sonstige ordentliche Erträge;2013;455.000,00
1.12.02;Leitstelle;A;Abschreibungen;2008;106.092,16
1.12.02;Leitstelle;A;Abschreibungen;2009;104.000,00
1.12.02;Leitstelle;A;Abschreibungen;2010;73.169,00
1.12.02;Leitstelle;A;Abschreibungen;2011;62.215,00
1.12.02;Leitstelle;A;Abschreibungen;2012;48.000,00
1.12.02;Leitstelle;A;Abschreibungen;2013;2.000,00
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2008;1.057.161,72
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.182.000,00
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2010;1.182.000,00
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2011;1.182.000,00
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2012;1.182.000,00
1.12.02;Leitstelle;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.182.000,00
1.12.02;Leitstelle;A;Außerordentliche Aufwendungen;2008;415,00
1.12.02;Leitstelle;A;Personalaufwendungen;2008;1.690.525,53
1.12.02;Leitstelle;A;Personalaufwendungen;2009;1.743.000,00
1.12.02;Leitstelle;A;Personalaufwendungen;2010;1.774.000,00
1.12.02;Leitstelle;A;Personalaufwendungen;2011;1.774.000,00
1.12.02;Leitstelle;A;Personalaufwendungen;2012;1.774.000,00
1.12.02;Leitstelle;A;Personalaufwendungen;2013;1.774.000,00
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2008;918.091,02
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2009;1.215.000,00
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2010;1.257.000,00
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2011;1.269.000,00
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2012;1.269.000,00
1.12.02;Leitstelle;A;Versorgungsaufwendungen;2013;1.269.000,00
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2008;265.871,76
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2009;266.000,00
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2010;266.000,00
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2011;266.000,00
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2012;266.000,00
1.12.02;Leitstelle;E;Kostenersatzleistungen und -erstattungen;2013;266.000,00
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2008;2.804.168,87
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2009;2.605.000,00
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2010;2.605.000,00
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2011;2.605.000,00
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2012;2.605.000,00
1.12.02;Leitstelle;E;Öffentlich-rechtliche Leistungsentgelte;2013;2.605.000,00
1.12.02;Leitstelle;E;Sonstige ordentliche Erträge;2008;2.500,00
1.12.03;Rettungsdienst;A;Abschreibungen;2008;286.301,93
1.12.03;Rettungsdienst;A;Abschreibungen;2009;61.000,00
1.12.03;Rettungsdienst;A;Abschreibungen;2010;87.036,00
1.12.03;Rettungsdienst;A;Abschreibungen;2011;229.525,00
1.12.03;Rettungsdienst;A;Abschreibungen;2012;242.000,00
1.12.03;Rettungsdienst;A;Abschreibungen;2013;238.000,00
1.12.03;Rettungsdienst;A;Aufwendungen für Sach- und Dienstleistungen;2008;4.073.939,61
